Depth,特性_名称,特性_编号,用例_名称,用例_编号,用例_级别,用例_自动化类型,用例_特性,用例_子特性,用例_适用版本,用例_适用产品,用例_适用API,用例_适用处理器架构,用例_工程类型,用例_预置条件,用例_测试步骤,用例_预期结果,用例_备注,用例_执行平台,用例_测试环境类型,用例_自动化工程(测试套),需求单编号,测试结果
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_ColorFilterCreateMatrix,KMP_CAPI_Encapsulation_MacArm_Function_083,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_ColorFilterCreateMatrix返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_ColorFilterDestroy,KMP_CAPI_Encapsulation_MacArm_Function_084,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_ColorFilterDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontCreate,KMP_CAPI_Encapsulation_MacArm_Function_085,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_PathCreate,KMP_CAPI_Encapsulation_MacArm_Function_086,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_PathCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontGetPathForGlyph,KMP_CAPI_Encapsulation_MacArm_Function_087,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontGetPathForGlyph返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_PathDestroy,KMP_CAPI_Encapsulation_MacArm_Function_088,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_PathDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontDestroy,KMP_CAPI_Encapsulation_MacArm_Function_089,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontMgrCreate,KMP_CAPI_Encapsulation_MacArm_Function_090,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontMgrCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontMgrGetFamilyName,KMP_CAPI_Encapsulation_MacArm_Function_091,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontMgrGetFamilyName返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontMgrDestroyFamilyName,KMP_CAPI_Encapsulation_MacArm_Function_092,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontMgrDestroyFamilyName返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_FontMgrDestroy,KMP_CAPI_Encapsulation_MacArm_Function_093,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_FontMgrDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_CreateTextStyle,KMP_CAPI_Encapsulation_MacArm_Function_094,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_CreateTextStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_SetTextStyleFontFamilies,KMP_CAPI_Encapsulation_MacArm_Function_095,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_SetTextStyleFontFamilies返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TextStyleGetFontFamilies,KMP_CAPI_Encapsulation_MacArm_Function_096,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TextStyleGetFontFamilies返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTextStyle,KMP_CAPI_Encapsulation_MacArm_Function_097,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTextStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_BitmapCreate,KMP_CAPI_Encapsulation_MacArm_Function_098,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_BitmapCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_BitmapBuild,KMP_CAPI_Encapsulation_MacArm_Function_099,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_BitmapBuild返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_BitmapGetWidth,KMP_CAPI_Encapsulation_MacArm_Function_100,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_BitmapGetWidth返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_BitmapDestroy,KMP_CAPI_Encapsulation_MacArm_Function_101,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_BitmapDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_CreateFontCollection,KMP_CAPI_Encapsulation_MacArm_Function_102,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_CreateFontCollection返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RegisterFont,KMP_CAPI_Encapsulation_MacArm_Function_103,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RegisterFont返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RegisterFontBuffer,KMP_CAPI_Encapsulation_MacArm_Function_104,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RegisterFontBuffer返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyFontCollection,KMP_CAPI_Encapsulation_MacArm_Function_105,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyFontCollection返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_CreateTypographyStyle,KMP_CAPI_Encapsulation_MacArm_Function_106,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_CreateTypographyStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_CreateTypographyHandler,KMP_CAPI_Encapsulation_MacArm_Function_107,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_CreateTypographyHandler返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyHandlerPushTextStyle,KMP_CAPI_Encapsulation_MacArm_Function_108,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyHandlerPushTextStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyHandlerAddText,KMP_CAPI_Encapsulation_MacArm_Function_109,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyHandlerAddText返回成功。",,,,,IR001-SR001,
